Invoice ID,Branch,City,Customer type,Customer_name,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Male,Female
666-83-6612,B,Kochi,Normal,Tarun Kumar,Male,Health and beauty,10.48,7,3.668,77.028,2016-06-30,22:14:03,Credit Card,73.36,4.761904762,3.668,7.6,Karan Joshi,Lavina Yadav
419-75-2863,E,Bangalore,Normal,Myra Patel,Female,Clothing,29.59,2,2.959,62.139,2018-11-18,10:47:34,Credit Card,59.18,4.761904762,2.959,9.6,Pranav Rajput,Anushka Yadav
183-94-7948,B,Bangalore,Member,Diya Yadav,Female,Health and beauty,48.51,7,16.9785,356.5485,2017-03-31,09:14:33,Ewallet,339.57,4.761904762,16.9785,5,Prakash Sahu,Falguni Mehta
344-85-4659,E,Ahmedabad,Normal,Faizan Khan,Male,Electronic accessories,60.75,1,3.0375,63.7875,2018-06-14,03:51:15,Ewallet,60.75,4.761904762,3.0375,7.7,Aniket Yadav,Oishi Tiwari
744-51-5812,D,Surat,Normal,Ujala Kapoor,Female,Home and lifestyle,22.35,7,7.8225,164.2725,2020-02-02,14:08:28,Cash,156.45,4.761904762,7.8225,1.9,Sagar Mehta,Gauri Singh
699-12-2760,D,Nagpur,Normal,Dheeraj Yadav,Male,Clothing,82.38,4,16.476,345.996,2020-12-22,04:57:24,Walmart Gift Cards,329.52,4.761904762,16.476,8.3,Dheeraj Yadav,Anushka Yadav
642-97-3653,E,Mumbai,Normal,Jatin Chauhan,Male,Clothing,11.1,5,2.775,58.275,2019-05-19,04:13:08,Credit Card,55.5,4.761904762,2.775,2.9,Gagan Singh,Ananya Patel
736-47-4681,A,Bhopal,Member,Leela Yadav,Female,Clothing,85.42,3,12.813,269.073,2023-03-02,12:45:19,Credit Card,256.26,4.761904762,12.813,6,Aniket Yadav,Trisha Khan
101-05-3971,C,Surat,Member,Keshav Sharma,Male,Books,72.53,4,14.506,304.626,2019-03-12,08:07:50,Credit Card,290.12,4.761904762,14.506,5.9,Govind Tiwari,Ujala Kapoor
524-96-5935,E,Jaipur,Normal,Tanya Rajput,Female,Electronic accessories,58.74,4,11.748,246.708,2019-10-24,10:23:42,Ewallet,234.96,4.761904762,11.748,2.7,Parth Kapoor,Upasana Yadav
706-86-2118,D,Nashik,Normal,Bhavna Sharma,Female,Clothing,88.22,3,13.233,277.893,2019-06-20,17:50:28,Cash,264.66,4.761904762,13.233,2.9,Jagdish Yadav,Tanisha Patel
175-10-2792,D,Chandigarh,Normal,Gaurav Tiwari,Male,Clothing,37.71,9,16.9695,356.3595,2021-04-21,14:47:03,Credit Card,339.39,4.761904762,16.9695,7.4,Yogesh Mehta,Nandini Patel
220-51-6197,E,Lucknow,Normal,Divya Chauhan,Female,Books,35.03,7,12.2605,257.4705,2016-03-20,01:20:26,Ewallet,245.21,4.761904762,12.2605,6.6,Armaan Khan,Zara Tiwari
963-60-5616,A,Nashik,Member,Zain Khan,Male,Food and beverages,29.99,1,1.4995,31.4895,2015-09-12,11:16:06,Cash,29.99,4.761904762,1.4995,2.1,Karan Joshi,Chetana Sahu
525-95-2786,B,Chandigarh,Normal,Prakash Sahu,Male,Food and beverages,44.63,1,2.2315,46.8615,2020-06-11,22:49:39,Walmart Gift Cards,44.63,4.761904762,2.2315,5.7,Eklavya Verma,Mahira Verma
136-30-5145,A,Agra,Normal,Aarav Kumar,Male,Home and lifestyle,29.02,1,1.451,30.471,2023-02-03,06:21:08,Cash,29.02,4.761904762,1.451,9.6,Arjun Patel,Ria Singh
894-95-6850,A,Nagpur,Normal,Anika Patel,Female,Books,36.16,7,12.656,265.776,2017-08-30,11:09:54,Walmart Gift Cards,253.12,4.761904762,12.656,4.3,Vikrant Tiwari,Bhavika Kapoor
184-97-4931,C,Bhopal,Member,Yashvardhan Sharma,Male,Health and beauty,96.04,9,43.218,907.578,2022-02-14,18:34:43,Cash,864.36,4.761904762,43.218,6,Tarun Kumar,Kashish Kapoor
162-83-7403,D,Lucknow,Normal,Eklavya Verma,Male,Sports and travel,33.64,3,5.046,105.966,2019-02-05,03:31:33,Credit Card,100.92,4.761904762,5.046,6,Armaan Khan,Oviya Sharma
207-22-6808,B,New Delhi,Member,Lucky Singh,Male,Home and lifestyle,85.04,10,42.52,892.92,2021-04-14,08:44:01,Credit Card,850.4,4.761904762,42.52,2.3,Amar Singh,Naina Rajput
188-11-5866,B,Nagpur,Member,Vivek Yadav,Male,Food and beverages,31.9,9,14.355,301.455,2017-01-12,16:12:48,Credit Card,287.1,4.761904762,14.355,2.7,Yashvardhan Sharma,Jigyasa Verma
157-08-0414,C,Chandigarh,Member,Pratik Chauhan,Male,Food and beverages,51.79,3,7.7685,163.1385,2018-10-06,04:17:35,Ewallet,155.37,4.761904762,7.7685,7.9,Uday Sahu,Eesha Verma
931-60-8604,A,Jaipur,Normal,Jatin Chauhan,Male,Electronic accessories,71.97,4,14.394,302.274,2016-04-22,19:20:19,Walmart Gift Cards,287.88,4.761904762,14.394,9.5,Uday Sahu,Anushka Yadav
427-73-5376,D,Chennai,Normal,Sanya Verma,Female,Health and beauty,94.23,4,18.846,395.766,2017-11-16,09:22:52,Walmart Gift Cards,376.92,4.761904762,18.846,8.8,Zayd Khan,Ojasvi Tiwari
576-66-9854,D,Chandigarh,Member,Fatima Joshi,Female,Electronic accessories,46.65,4,9.33,195.93,2016-04-05,15:00:15,Credit Card,186.6,4.761904762,9.33,7.8,Govind Tiwari,Ekta Joshi
224-00-2642,E,New Delhi,Member,Anushka Yadav,Female,Sports and travel,74.41,9,33.4845,703.1745,2022-12-19,01:15:47,Walmart Gift Cards,669.69,4.761904762,33.4845,7.6,Ujjwal Gupta,Eshaan Kapoor
163-23-0384,A,Ahmedabad,Member,Gargi Kapoor,Female,Home and lifestyle,17.4,4,3.48,73.08,2017-08-21,22:24:13,Cash,69.6,4.761904762,3.48,9,Faizan Khan,Anushka Yadav
946-68-8548,D,Agra,Normal,Zaina Tiwari,Female,Books,87.9,6,26.37,553.77,2016-05-08,07:14:28,Walmart Gift Cards,527.4,4.761904762,26.37,4.6,Javed Khan,Hina Gupta
497-54-4491,A,Kochi,Normal,Megha Kapoor,Female,Sports and travel,45.71,7,15.9985,335.9685,2021-09-22,22:06:25,Ewallet,319.97,4.761904762,15.9985,6.5,Jai Kapoor,Nandini Patel
337-17-5761,D,Pune,Normal,Pranav Rajput,Male,Health and beauty,21.1,3,3.165,66.465,2019-01-07,02:19:51,Cash,63.3,4.761904762,3.165,5.6,Jagdish Yadav,Upasana Yadav
758-98-4496,A,Ahmedabad,Normal,Charvi Verma,Female,Sports and travel,24.3,4,4.86,102.06,2015-07-17,10:03:30,Ewallet,97.2,4.761904762,4.86,7.7,Vivek Yadav,Bhavna Sharma
900-03-0968,C,Vadodara,Normal,Sanika Verma,Female,Home and lifestyle,86.27,10,43.135,905.835,2018-02-06,09:38:05,Cash,862.7,4.761904762,43.135,6.2,Pradeep Chauhan,Diya Yadav
969-34-5463,D,Mumbai,Member,Neeraj Singh,Male,Electronic accessories,29.39,7,10.2865,216.0165,2022-06-03,13:32:47,Walmart Gift Cards,205.73,4.761904762,10.2865,2.8,Govind Tiwari,Ananya Patel
812-51-9456,B,Vadodara,Member,Ujala Kapoor,Female,Health and beauty,81.45,7,28.5075,598.6575,2017-11-15,12:18:14,Ewallet,570.15,4.761904762,28.5075,1.3,Lokesh Tiwari,Gauri Singh
641-30-9361,C,Bangalore,Normal,Eshan Verma,Male,Health and beauty,93.54,5,23.385,491.085,2015-09-02,08:38:31,Ewallet,467.7,4.761904762,23.385,2.7,Parth Kapoor,Diya Yadav
840-56-9038,D,Chennai,Member,Arnav Patel,Male,Electronic accessories,35.88,5,8.97,188.37,2019-12-03,19:27:14,Cash,179.4,4.761904762,8.97,6.8,Karthik Kapoor,Charul Yadav
436-14-0906,C,Mumbai,Member,Faizan Khan,Male,Health and beauty,46.14,8,18.456,387.576,2021-11-13,23:09:46,Ewallet,369.12,4.761904762,18.456,8.6,Lalit Yadav,Chandni Joshi
354-45-4761,E,Kochi,Normal,Dinesh Yadav,Male,Electronic accessories,99.27,5,24.8175,521.1675,2022-03-11,10:32:31,Walmart Gift Cards,496.35,4.761904762,24.8175,8.8,Ujjwal Gupta,Yuvika Patel
249-33-7263,A,Chennai,Member,Bhavna Sharma,Female,Sports and travel,83.78,1,4.189,87.969,2021-10-24,14:54:11,Cash,83.78,4.761904762,4.189,8.9,Nitin Singh,Bela Yadav
988-04-2712,E,Lucknow,Member,Ayush Sharma,Male,Sports and travel,26.99,1,1.3495,28.3395,2020-10-11,18:20:38,Ewallet,26.99,4.761904762,1.3495,5.4,Uday Sahu,Lavina Yadav
802-62-9245,C,Jaipur,Member,Vanshika Gupta,Female,Clothing,25.91,3,3.8865,81.6165,2017-08-27,11:14:07,Credit Card,77.73,4.761904762,3.8865,6,Javed Khan,Hema Sahu
321-91-6169,B,Vadodara,Member,Parina Patel,Female,Home and lifestyle,16.27,10,8.135,170.835,2023-03-11,21:42:11,Credit Card,162.7,4.761904762,8.135,1.6,Tarun Kumar,Nitya Yadav
355-04-7966,C,New Delhi,Member,Jigyasa Verma,Female,Sports and travel,40.36,10,20.18,423.78,2021-11-20,12:47:15,Credit Card,403.6,4.761904762,20.18,7.8,Aryan Gupta,Qiana Tiwari
622-50-7684,C,Hyderabad,Normal,Faizan Khan,Male,Sports and travel,93.74,7,32.809,688.989,2020-05-09,06:13:42,Credit Card,656.18,4.761904762,32.809,5,Dev Patel,Ira Kumar
391-15-1976,C,Vishakhapatnam,Member,Ginni Gupta,Female,Books,92.32,5,23.08,484.68,2015-05-06,08:02:05,Cash,461.6,4.761904762,23.08,1.2,Naman Verma,Bela Yadav
111-18-0131,D,Chennai,Member,Harsh Joshi,Male,Home and lifestyle,64.21,4,12.842,269.682,2016-04-30,23:45:01,Walmart Gift Cards,256.84,4.761904762,12.842,4,Pranav Rajput,Gargi Kapoor
695-19-5940,C,Vadodara,Member,Parth Kapoor,Male,Sports and travel,56.6,1,2.83,59.43,2016-04-04,16:37:14,Credit Card,56.6,4.761904762,2.83,7.5,Jagdish Yadav,Saanvi Kumar
714-06-0437,A,Kolkata,Member,Armaan Khan,Male,Food and beverages,76.27,8,30.508,640.668,2019-09-20,11:57:53,Credit Card,610.16,4.761904762,30.508,1.2,Aditya Singh,Bhavya Tiwari
553-06-1774,D,Kolkata,Normal,Rahul Sharma,Male,Books,84.53,3,12.6795,266.2695,2015-07-30,18:06:32,Cash,253.59,4.761904762,12.6795,3.3,Naveen Sharma,Sanya Verma
695-66-2239,E,Pune,Member,Vanshika Gupta,Female,Books,42.22,5,10.555,221.655,2021-10-03,13:37:26,Ewallet,211.1,4.761904762,10.555,6.4,Gopal Tiwari,Yuvika Patel
124-03-1265,B,Vadodara,Member,Zayd Khan,Male,Home and lifestyle,99.91,3,14.9865,314.7165,2017-06-20,06:41:19,Cash,299.73,4.761904762,14.9865,3.1,Govind Tiwari,Hema Sahu
467-58-4010,B,Ahmedabad,Member,Manoj Sharma,Male,Sports and travel,21.46,3,3.219,67.599,2015-12-30,04:05:29,Cash,64.38,4.761904762,3.219,1.5,Umar Khan,Eshaan Kapoor
309-63-2143,A,Vadodara,Normal,Brijesh Sharma,Male,Food and beverages,54.81,8,21.924,460.404,2018-11-06,23:56:45,Credit Card,438.48,4.761904762,21.924,5.7,Arjun Patel,Sanya Verma
193-79-1423,C,Nashik,Member,Sahil Gupta,Male,Food and beverages,13.85,3,2.0775,43.6275,2017-05-05,18:02:24,Credit Card,41.55,4.761904762,2.0775,3.9,Yogesh Mehta,Rithika Joshi
592-32-2340,B,Indore,Member,Nupur Singh,Female,Clothing,71.63,1,3.5815,75.2115,2015-01-25,03:58:01,Walmart Gift Cards,71.63,4.761904762,3.5815,2.1,Yash Patel,Parina Patel
262-46-0964,A,Nagpur,Member,Bhavna Sharma,Female,Health and beauty,58.01,5,14.5025,304.5525,2017-12-25,20:33:39,Ewallet,290.05,4.761904762,14.5025,9.1,Prakash Sahu,Ojasvi Tiwari
180-99-5447,C,Nagpur,Normal,Upasana Yadav,Female,Home and lifestyle,78.52,10,39.26,824.46,2019-05-17,06:17:57,Credit Card,785.2,4.761904762,39.26,6,Keshav Sharma,Oishi Tiwari
932-65-2932,B,Bangalore,Member,Chandni Joshi,Female,Electronic accessories,51.48,4,10.296,216.216,2022-05-06,03:41:00,Walmart Gift Cards,205.92,4.761904762,10.296,7.9,Nishant Verma,Hina Gupta
549-30-2660,A,Lucknow,Member,Ayush Sharma,Male,Food and beverages,85.22,10,42.61,894.81,2023-10-24,09:14:10,Cash,852.2,4.761904762,42.61,9.9,Yuvraj Yadav,Sanika Verma
184-09-5198,A,Jaipur,Normal,Riddhi Verma,Female,Health and beauty,12.66,8,5.064,106.344,2017-09-10,18:02:13,Walmart Gift Cards,101.28,4.761904762,5.064,1.9,Raghav Patel,Oviya Sharma
485-52-2091,B,Chandigarh,Member,Lavisha Kapoor,Female,Home and lifestyle,56.35,3,8.4525,177.5025,2022-11-28,02:48:42,Credit Card,169.05,4.761904762,8.4525,5.2,Omkar Chauhan,Charul Yadav
637-29-7638,C,Chennai,Member,Upasana Yadav,Female,Clothing,86.43,9,38.8935,816.7635,2021-11-05,03:36:39,Cash,777.87,4.761904762,38.8935,1.4,Omkar Joshi,Vanya Gupta
345-90-1140,B,Jaipur,Normal,Sahil Gupta,Male,Home and lifestyle,92.18,1,4.609,96.789,2022-12-31,04:03:58,Ewallet,92.18,4.761904762,4.609,7.8,Yashvardhan Sharma,Kashvi Rajput
476-60-3510,E,Ahmedabad,Normal,Yuvika Patel,Female,Health and beauty,86.27,3,12.9405,271.7505,2020-12-22,10:45:11,Walmart Gift Cards,258.81,4.761904762,12.9405,3.2,Siddharth Reddy,Kanika Singh
356-60-4372,D,Bhopal,Normal,Abhishek Yadav,Male,Health and beauty,27.37,7,9.5795,201.1695,2017-02-23,16:42:09,Cash,191.59,4.761904762,9.5795,5.7,Parth Kapoor,Yashi Kapoor
103-44-8060,C,New Delhi,Member,Himanshu Kapoor,Male,Sports and travel,69.75,5,17.4375,366.1875,2020-10-15,14:59:30,Credit Card,348.75,4.761904762,17.4375,6.7,Tanuj Mehta,Aashi Mehta
589-97-9439,B,Chandigarh,Normal,Zahir Khan,Male,Electronic accessories,68.92,2,6.892,144.732,2019-01-21,21:08:39,Walmart Gift Cards,137.84,4.761904762,6.892,4.2,Varun Singh,Ishita Mehta
294-18-2445,C,Mumbai,Member,Aryan Gupta,Male,Health and beauty,92.76,6,27.828,584.388,2020-11-23,18:07:16,Cash,556.56,4.761904762,27.828,7.2,Ravi Patel,Chandni Joshi
528-98-4290,C,Surat,Normal,Upasana Yadav,Female,Home and lifestyle,13.11,10,6.555,137.655,2015-07-20,23:08:24,Ewallet,131.1,4.761904762,6.555,5.1,Zain Khan,Ananya Patel
104-78-8179,B,Bhopal,Member,Veda Singh,Female,Clothing,12.2,5,3.05,64.05,2020-10-13,01:22:00,Walmart Gift Cards,61,4.761904762,3.05,6.6,Hrishikesh Kapoor,Bhavya Tiwari
867-28-8022,D,Chandigarh,Member,Mahira Verma,Female,Home and lifestyle,70.52,9,31.734,666.414,2020-10-18,15:09:55,Walmart Gift Cards,634.68,4.761904762,31.734,7.8,Faizan Khan,Aditi Singh
892-42-5354,E,Ahmedabad,Member,Omkar Chauhan,Male,Books,28.97,5,7.2425,152.0925,2017-11-30,09:12:07,Walmart Gift Cards,144.85,4.761904762,7.2425,9.7,Keshav Sharma,Zaina Tiwari
892-56-5323,A,Vishakhapatnam,Member,Ujala Kapoor,Female,Home and lifestyle,79.09,6,23.727,498.267,2021-01-13,10:32:40,Ewallet,474.54,4.761904762,23.727,5.4,Keshav Sharma,Tithira Kapoor
945-10-5966,D,Nashik,Member,Rohit Patel,Male,Health and beauty,41.77,9,18.7965,394.7265,2021-10-15,10:24:17,Walmart Gift Cards,375.93,4.761904762,18.7965,6,Lokesh Tiwari,Bhoomi Tiwari
895-46-5344,D,Ahmedabad,Member,Jatin Chauhan,Male,Books,39.42,6,11.826,248.346,2017-12-19,06:59:15,Credit Card,236.52,4.761904762,11.826,6.2,Karthik Kapoor,Lavanya Sharma
280-25-9382,E,Indore,Member,Aashi Mehta,Female,Home and lifestyle,10.83,9,4.8735,102.3435,2023-10-08,20:49:32,Ewallet,97.47,4.761904762,4.8735,2,Aditya Singh,Hira Gupta
698-07-3982,D,Surat,Normal,Uday Sahu,Male,Health and beauty,10.7,7,3.745,78.645,2023-01-31,17:26:07,Credit Card,74.9,4.761904762,3.745,6.3,Arjun Patel,Upasana Yadav
590-26-5388,D,Vishakhapatnam,Member,Govind Tiwari,Male,Home and lifestyle,53.74,3,8.061,169.281,2022-07-15,03:42:07,Walmart Gift Cards,161.22,4.761904762,8.061,9.7,Gaurav Tiwari,Hina Gupta
522-64-3772,E,Kochi,Normal,Gagan Singh,Male,Electronic accessories,77.87,3,11.6805,245.2905,2018-10-06,21:00:33,Credit Card,233.61,4.761904762,11.6805,1.4,Dev Patel,Gauri Singh
248-19-1218,E,Kochi,Normal,Aditya Singh,Male,Books,69.51,1,3.4755,72.9855,2015-09-23,06:35:42,Credit Card,69.51,4.761904762,3.4755,5.3,Pratik Chauhan,Ujala Kapoor
225-98-7992,B,Mumbai,Member,Jatin Chauhan,Male,Books,54.11,6,16.233,340.893,2023-01-30,02:32:51,Credit Card,324.66,4.761904762,16.233,5.9,Abhishek Yadav,Saanvi Kumar
805-31-5348,A,Pune,Normal,Queenie Sharma,Female,Health and beauty,71.26,8,28.504,598.584,2021-10-11,00:27:39,Ewallet,570.08,4.761904762,28.504,2.7,Ishaan Kumar,Kavya Rajput
717-08-8171,E,Agra,Member,Chandni Joshi,Female,Clothing,73.26,6,21.978,461.538,2020-01-27,00:42:45,Ewallet,439.56,4.761904762,21.978,2.4,Karan Joshi,Yuvika Patel
399-19-5587,E,Bangalore,Normal,Oishi Tiwari,Female,Health and beauty,51.64,5,12.91,271.11,2016-12-02,02:09:36,Ewallet,258.2,4.761904762,12.91,7.4,Harsh Joshi,Veda Singh
997-82-3205,A,Jaipur,Normal,Omkar Mehta,Male,Books,31.75,2,3.175,66.675,2019-09-07,04:48:53,Ewallet,63.5,4.761904762,3.175,2,Hrishikesh Kapoor,Upasana Yadav
478-00-1654,D,Bangalore,Member,Hema Sahu,Female,Sports and travel,54.3,4,10.86,228.06,2018-06-11,09:57:12,Walmart Gift Cards,217.2,4.761904762,10.86,3,Aditya Singh,Ria Singh
519-78-2302,C,Surat,Normal,Lucky Singh,Male,Sports and travel,34.37,1,1.7185,36.0885,2021-12-28,10:02:50,Cash,34.37,4.761904762,1.7185,9.3,Aryan Gupta,Riddhi Verma
134-84-9219,C,Vadodara,Normal,Kashish Kapoor,Female,Health and beauty,58.98,5,14.745,309.645,2020-08-14,04:06:24,Credit Card,294.9,4.761904762,14.745,6.6,Hitesh Yadav,Zaina Tiwari
917-17-2650,A,Nashik,Normal,Myra Patel,Female,Health and beauty,93.83,4,18.766,394.086,2022-03-18,10:25:49,Walmart Gift Cards,375.32,4.761904762,18.766,8.3,Kaushal Yadav,Ojasvi Tiwari
131-52-8521,C,Chennai,Member,Aditya Singh,Male,Health and beauty,50.74,5,12.685,266.385,2017-06-06,00:28:02,Ewallet,253.7,4.761904762,12.685,7.6,Faizan Khan,Bhavika Kapoor
847-99-0513,B,Chandigarh,Normal,Dev Patel,Male,Home and lifestyle,74.73,3,11.2095,235.3995,2019-02-27,08:50:56,Walmart Gift Cards,224.19,4.761904762,11.2095,1.5,Lucky Singh,Ishita Mehta
191-20-8369,B,Kolkata,Member,Ujala Kapoor,Female,Clothing,66.77,9,30.0465,630.9765,2016-09-08,19:28:07,Credit Card,600.93,4.761904762,30.0465,6.4,Eshan Verma,Bhavya Tiwari
876-81-6599,C,Vishakhapatnam,Normal,Abhishek Yadav,Male,Clothing,94.22,8,37.688,791.448,2018-08-17,14:34:02,Credit Card,753.76,4.761904762,37.688,9.3,Bhuvan Chauhan,Gauri Singh
416-62-4469,D,New Delhi,Member,Armaan Khan,Male,Electronic accessories,86.35,9,38.8575,816.0075,2023-12-26,16:59:28,Walmart Gift Cards,777.15,4.761904762,38.8575,8.7,Pranav Rajput,Aaradhya Yadav
244-56-1243,A,Indore,Normal,Dinesh Yadav,Male,Sports and travel,36.77,5,9.1925,193.0425,2015-12-15,00:41:47,Cash,183.85,4.761904762,9.1925,6.8,Yogesh Mehta,Tanisha Patel
976-44-6721,A,Chennai,Normal,Saanvi Kumar,Female,Home and lifestyle,54.04,3,8.106,170.226,2017-11-04,18:17:49,Ewallet,162.12,4.761904762,8.106,4.4,Tejas Joshi,Ujala Kapoor
257-77-3340,B,Kochi,Member,Kunal Gupta,Male,Clothing,19.18,5,4.795,100.695,2017-11-03,09:27:13,Walmart Gift Cards,95.9,4.761904762,4.795,8.5,Pratik Chauhan,Divya Chauhan
425-79-8849,D,Nagpur,Member,Ishita Mehta,Female,Clothing,69.86,10,34.93,733.53,2016-08-15,20:12:33,Walmart Gift Cards,698.6,4.761904762,34.93,1.2,Yashvardhan Sharma,Hetal Patel
965-10-1848,B,Kochi,Normal,Yashvardhan Sharma,Male,Food and beverages,46.42,7,16.247,341.187,2017-06-19,15:37:46,Cash,324.94,4.761904762,16.247,1.5,Arnav Patel,Kavya Rajput
535-41-5866,E,Pune,Member,Rithika Joshi,Female,Sports and travel,76.3,5,19.075,400.575,2018-02-06,12:55:05,Cash,381.5,4.761904762,19.075,2.9,Akash Sharma,Myra Patel
776-33-6477,E,Surat,Normal,Bhavika Kapoor,Female,Electronic accessories,82.28,10,41.14,863.94,2021-06-13,00:21:59,Walmart Gift Cards,822.8,4.761904762,41.14,2.6,Tejas Joshi,Urvi Khan
791-13-2145,A,Chandigarh,Member,Zara Tiwari,Female,Food and beverages,94.81,3,14.2215,298.6515,2016-01-21,19:24:43,Cash,284.43,4.761904762,14.2215,5.8,Faisal Khan,Bhavika Kapoor
283-14-2487,E,Chennai,Normal,Bhavika Kapoor,Female,Sports and travel,53.41,4,10.682,224.322,2020-06-20,07:52:38,Cash,213.64,4.761904762,10.682,3.2,Eklavya Verma,Zaina Chauhan
455-05-9104,D,New Delhi,Normal,Govind Tiwari,Male,Health and beauty,48.36,6,14.508,304.668,2020-06-14,10:25:20,Ewallet,290.16,4.761904762,14.508,9,Lalit Yadav,Zoya Gupta
205-94-4601,E,Lucknow,Normal,Omkar Chauhan,Male,Food and beverages,67.35,10,33.675,707.175,2020-11-28,14:43:42,Credit Card,673.5,4.761904762,33.675,4.6,Dev Patel,Ishita Mehta
711-02-5814,A,Mumbai,Normal,Imran Khan,Male,Clothing,42.91,6,12.873,270.333,2021-12-09,11:44:59,Cash,257.46,4.761904762,12.873,4.7,Eklavya Verma,Saanvi Kumar
672-02-0023,A,Mumbai,Normal,Qureshi Khan,Male,Health and beauty,76.86,9,34.587,726.327,2017-03-27,16:14:38,Walmart Gift Cards,691.74,4.761904762,34.587,1.3,Armaan Khan,Pari Chauhan
129-00-4817,A,Bhopal,Normal,Naveen Sharma,Male,Electronic accessories,54.94,5,13.735,288.435,2015-11-28,11:37:14,Ewallet,274.7,4.761904762,13.735,9.8,Aarav Kumar,Aditi Singh
712-15-5886,D,Bangalore,Member,Bhavya Tiwari,Female,Electronic accessories,13.99,4,2.798,58.758,2016-05-29,02:51:17,Walmart Gift Cards,55.96,4.761904762,2.798,5.3,Dheeraj Yadav,Oviya Sharma
401-04-3808,D,Kolkata,Normal,Charul Yadav,Female,Electronic accessories,92.13,10,46.065,967.365,2021-01-13,07:48:31,Ewallet,921.3,4.761904762,46.065,7.8,Vivek Yadav,Sanika Verma
491-45-1607,A,Bhopal,Member,Chetana Sahu,Female,Books,29.14,4,5.828,122.388,2019-04-15,12:02:27,Ewallet,116.56,4.761904762,5.828,8.1,Dinesh Yadav,Chetana Sahu
219-68-4559,A,Jaipur,Member,Karan Joshi,Male,Clothing,77.61,2,7.761,162.981,2017-01-06,00:07:21,Walmart Gift Cards,155.22,4.761904762,7.761,6.9,Amar Singh,Falak Patel
891-05-0160,A,New Delhi,Member,Sanya Verma,Female,Books,27.11,10,13.555,284.655,2018-06-01,12:00:41,Cash,271.1,4.761904762,13.555,4.6,Zahir Khan,Chhavi Chauhan
879-31-0536,E,Kolkata,Normal,Hira Gupta,Female,Electronic accessories,78.81,2,7.881,165.501,2022-01-25,18:46:55,Credit Card,157.62,4.761904762,7.881,6.5,Aryan Gupta,Leela Yadav
266-63-0280,C,Vishakhapatnam,Member,Qamar Yadav,Female,Clothing,63.85,5,15.9625,335.2125,2018-06-10,10:26:43,Walmart Gift Cards,319.25,4.761904762,15.9625,2.2,Mukesh Kumar,Zara Tiwari
891-96-5695,A,Pune,Member,Govind Tiwari,Male,Electronic accessories,49.15,8,19.66,412.86,2019-04-29,11:22:42,Cash,393.2,4.761904762,19.66,6.3,Omkar Chauhan,Yuvika Patel
294-05-7293,E,Indore,Normal,Eklavya Verma,Male,Health and beauty,72.53,4,14.506,304.626,2021-11-21,08:19:38,Ewallet,290.12,4.761904762,14.506,4.3,Vikrant Tiwari,Tanisha Patel
777-88-6459,A,Surat,Member,Trisha Khan,Female,Books,54.76,3,8.214,172.494,2016-08-25,07:34:49,Ewallet,164.28,4.761904762,8.214,4.6,Chirag Kapoor,Nupur Singh
498-16-3662,D,Vishakhapatnam,Member,Nandini Patel,Female,Food and beverages,24.86,7,8.701,182.721,2015-09-29,21:54:25,Credit Card,174.02,4.761904762,8.701,7.7,Yashvardhan Sharma,Megha Kapoor
843-55-8111,B,Kochi,Member,Rahul Sharma,Male,Clothing,10.91,5,2.7275,57.2775,2019-08-18,05:27:26,Credit Card,54.55,4.761904762,2.7275,9.8,Nishant Verma,Zaina Tiwari
655-51-1302,C,Vishakhapatnam,Normal,Pratik Chauhan,Male,Food and beverages,25.79,4,5.158,108.318,2018-09-19,15:41:59,Walmart Gift Cards,103.16,4.761904762,5.158,7.3,Pranav Rajput,Queenie Sharma
718-12-5116,D,Lucknow,Member,Deepesh Verma,Male,Books,79.54,5,19.885,417.585,2019-08-23,09:00:54,Ewallet,397.7,4.761904762,19.885,9.8,Lucky Singh,Kanika Singh
182-28-9979,A,Kolkata,Normal,Gargi Kapoor,Female,Books,24.62,8,9.848,206.808,2017-10-26,14:43:24,Ewallet,196.96,4.761904762,9.848,9.8,Hrishikesh Kapoor,Yuvika Patel
124-34-8821,D,Agra,Normal,Kaushal Yadav,Male,Home and lifestyle,84.1,6,25.23,529.83,2015-05-30,21:00:10,Walmart Gift Cards,504.6,4.761904762,25.23,5.8,Prakash Sahu,Risha Joshi
313-15-5278,B,Chandigarh,Normal,Arjun Patel,Male,Home and lifestyle,20.23,1,1.0115,21.2415,2019-10-03,13:13:15,Credit Card,20.23,4.761904762,1.0115,4.4,Mukesh Kumar,Ishita Mehta
100-22-2158,D,Kochi,Member,Charul Yadav,Female,Health and beauty,42.99,9,19.3455,406.2555,2023-10-02,14:45:16,Walmart Gift Cards,386.91,4.761904762,19.3455,9.3,Omkar Chauhan,Tanya Rajput
352-54-3757,A,Mumbai,Normal,Arjun Patel,Male,Electronic accessories,39.15,8,15.66,328.86,2017-04-11,16:07:50,Walmart Gift Cards,313.2,4.761904762,15.66,2.8,Jatin Chauhan,Aditi Singh
319-33-7978,E,Ahmedabad,Normal,Rajveer Gupta,Male,Sports and travel,73.7,4,14.74,309.54,2019-09-02,09:15:22,Walmart Gift Cards,294.8,4.761904762,14.74,2.1,Siddharth Reddy,Saanvi Kumar
