Invoice ID,Branch,City,Customer type,Customer_name,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,,Male,Female
922-48-4511,B,Indore,Member,Gargi Kapoor,Female,Electronic accessories,19.46,7,6.811,143.031,2016-05-30,00:31:42,Credit Card,136.22,4.761904762,6.811,6.7,,Lokesh Tiwari,Mahira Verma
817-21-6855,E,Pune,Normal,Hetal Patel,Female,Sports and travel,28.16,5,7.04,147.84,2021-10-07,11:17:52,Credit Card,140.8,4.761904762,7.04,4.7,,Parth Kapoor,Zaina Tiwari
809-91-4369,A,Lucknow,Member,Parina Patel,Female,Home and lifestyle,62.24,5,15.56,326.76,2022-07-21,01:07:32,Credit Card,311.2,4.761904762,15.56,3.4,,Abhishek Yadav,Chetana Sahu
809-18-9340,C,New Delhi,Member,Jai Kapoor,Male,Food and beverages,31.29,2,3.129,65.709,2020-07-12,03:15:46,Ewallet,62.58,4.761904762,3.129,1.1,,Manoj Sharma,Urvashi Joshi
431-76-7040,C,Chennai,Normal,Sunil Verma,Male,Clothing,74.43,3,11.1645,234.4545,2017-12-30,07:53:16,Credit Card,223.29,4.761904762,11.1645,2.4,,Bhuvan Chauhan,Trisha Khan
422-09-4792,A,Nagpur,Member,Bhavya Tiwari,Female,Electronic accessories,23.67,4,4.734,99.414,2015-11-27,12:28:58,Cash,94.68,4.761904762,4.734,9.7,,Rohit Patel,Falguni Mehta
700-56-1045,C,Hyderabad,Normal,Oishi Tiwari,Female,Food and beverages,44.03,5,11.0075,231.1575,2016-04-29,03:31:36,Ewallet,220.15,4.761904762,11.0075,1.1,,Varun Singh,Falguni Mehta
225-67-7305,C,Nagpur,Member,Sunil Verma,Male,Electronic accessories,40.91,7,14.3185,300.6885,2021-03-02,20:56:02,Walmart Gift Cards,286.37,4.761904762,14.3185,7,,Mohit Sahu,Ria Singh
494-48-7588,B,Pune,Normal,Inder Rajput,Male,Home and lifestyle,29.2,2,2.92,61.32,2015-09-21,21:46:50,Credit Card,58.4,4.761904762,2.92,7.8,,Mohit Sahu,Bhavna Sharma
139-43-4364,E,Bhopal,Member,Gitanjali Sharma,Female,Home and lifestyle,58.22,7,20.377,427.917,2019-08-16,10:08:00,Walmart Gift Cards,407.54,4.761904762,20.377,2.5,,Rohit Patel,Hema Sahu
405-54-7529,D,Lucknow,Normal,Ekta Joshi,Female,Home and lifestyle,12.74,1,0.637,13.377,2015-04-13,07:06:19,Ewallet,12.74,4.761904762,0.637,6.1,,Brijesh Sharma,Farah Joshi
698-09-3272,D,Pune,Member,Aniket Yadav,Male,Health and beauty,39.24,3,5.886,123.606,2020-05-07,01:23:55,Cash,117.72,4.761904762,5.886,1.8,,Mohit Sahu,Zoya Gupta
563-18-9364,A,Kochi,Normal,Gitanjali Sharma,Female,Food and beverages,78.49,8,31.396,659.316,2017-11-07,17:23:35,Walmart Gift Cards,627.92,4.761904762,31.396,1.7,,Karthik Kapoor,Saisha Khan
261-37-9917,B,Indore,Member,Aryan Gupta,Male,Home and lifestyle,85.87,8,34.348,721.308,2023-02-05,20:04:44,Walmart Gift Cards,686.96,4.761904762,34.348,8.1,,Nitin Singh,Jiya Sahu
205-94-2774,C,Nashik,Normal,Gopal Tiwari,Male,Books,29.86,4,5.972,125.412,2022-09-06,17:09:49,Ewallet,119.44,4.761904762,5.972,8.3,,Mohit Sahu,Nupur Singh
416-51-2152,D,Chennai,Member,Ravi Patel,Male,Sports and travel,21.25,5,5.3125,111.5625,2015-02-21,13:11:51,Credit Card,106.25,4.761904762,5.3125,2.3,,Brijesh Sharma,Fatima Joshi
323-83-2855,A,Lucknow,Member,Urvashi Joshi,Female,Books,74.74,4,14.948,313.908,2019-09-15,07:12:06,Cash,298.96,4.761904762,14.948,4.5,,Varun Singh,Vanya Gupta
145-49-5937,C,Kochi,Normal,Gagan Singh,Male,Health and beauty,78.14,4,15.628,328.188,2023-06-02,03:22:36,Walmart Gift Cards,312.56,4.761904762,15.628,6.5,,Sunil Verma,Hina Gupta
609-35-3685,D,Chandigarh,Member,Dheeraj Yadav,Male,Books,28.48,8,11.392,239.232,2023-07-10,07:16:46,Cash,227.84,4.761904762,11.392,10,,Vikrant Tiwari,Upasana Yadav
887-42-6225,D,Nagpur,Member,Prakash Sahu,Male,Electronic accessories,72.34,3,10.851,227.871,2023-08-31,15:29:57,Credit Card,217.02,4.761904762,10.851,1.2,,Vicky Singh,Bhavika Kapoor
155-66-8316,A,Vadodara,Member,Rahul Sharma,Male,Health and beauty,73.25,10,36.625,769.125,2018-01-10,23:33:24,Walmart Gift Cards,732.5,4.761904762,36.625,1.5,,Raghav Patel,Ojasvi Tiwari
393-69-5448,D,Chandigarh,Normal,Prisha Khan,Female,Books,36.72,7,12.852,269.892,2015-08-10,12:27:07,Ewallet,257.04,4.761904762,12.852,6.5,,Naveen Sharma,Zaina Tiwari
762-73-9548,D,Bangalore,Normal,Farhan Khan,Male,Health and beauty,48.27,6,14.481,304.101,2017-01-07,09:06:26,Walmart Gift Cards,289.62,4.761904762,14.481,4.3,,Umar Khan,Leela Yadav
502-94-9349,A,Bhopal,Member,Chetana Sahu,Female,Health and beauty,53.07,10,26.535,557.235,2016-04-26,01:00:17,Ewallet,530.7,4.761904762,26.535,2.7,,Dev Patel,Hira Gupta
129-59-7852,A,Vishakhapatnam,Member,Ishaani Sahu,Female,Food and beverages,12.58,1,0.629,13.209,2020-06-05,09:43:58,Cash,12.58,4.761904762,0.629,4.6,,Rahul Sharma,Naina Rajput
806-02-6491,D,Jaipur,Member,Bela Yadav,Female,Clothing,35.77,3,5.3655,112.6755,2020-07-02,07:20:21,Credit Card,107.31,4.761904762,5.3655,4.3,,Harshit Patel,Tithira Kapoor
362-29-9141,D,Bangalore,Member,Javed Khan,Male,Food and beverages,90.52,4,18.104,380.184,2016-06-17,00:08:03,Cash,362.08,4.761904762,18.104,5.3,,Eklavya Verma,Eshaan Kapoor
908-75-8151,C,Vishakhapatnam,Normal,Aashi Mehta,Female,Sports and travel,41.63,2,4.163,87.423,2017-09-20,03:11:00,Cash,83.26,4.761904762,4.163,8.1,,Prakash Sahu,Oviya Sharma
339-75-6777,E,Pune,Normal,Imran Khan,Male,Health and beauty,36.81,9,16.5645,347.8545,2016-09-07,11:18:49,Ewallet,331.29,4.761904762,16.5645,8,,Yogesh Mehta,Elina Chauhan
863-73-8910,B,Vadodara,Normal,Zaina Tiwari,Female,Food and beverages,73.56,5,18.39,386.19,2020-01-15,19:36:13,Ewallet,367.8,4.761904762,18.39,6.7,,Mohit Sahu,Kashish Kapoor
195-05-2786,E,Bhopal,Member,Yuvraj Yadav,Male,Sports and travel,53.72,4,10.744,225.624,2022-07-23,07:53:16,Ewallet,214.88,4.761904762,10.744,8.7,,Zain Khan,Fatima Joshi
138-91-2204,A,Kochi,Normal,Vanshika Gupta,Female,Food and beverages,61.73,10,30.865,648.165,2016-09-10,16:17:02,Ewallet,617.3,4.761904762,30.865,3.1,,Aditya Singh,Ishita Mehta
568-61-0320,D,New Delhi,Normal,Farhan Khan,Male,Clothing,59.42,9,26.739,561.519,2019-11-24,00:14:03,Cash,534.78,4.761904762,26.739,6.8,,Nitin Singh,Ishaani Sahu
630-52-5864,A,Vadodara,Normal,Tejas Joshi,Male,Sports and travel,91.86,6,27.558,578.718,2016-05-09,21:57:24,Cash,551.16,4.761904762,27.558,4.8,,Amar Singh,Ginni Gupta
216-37-0338,A,New Delhi,Member,Tithira Kapoor,Female,Health and beauty,95.23,5,23.8075,499.9575,2018-11-16,14:56:06,Credit Card,476.15,4.761904762,23.8075,1.8,,Arjun Patel,Upasana Yadav
746-73-1856,B,Pune,Normal,Sanika Verma,Female,Health and beauty,59.76,7,20.916,439.236,2015-03-29,21:21:04,Walmart Gift Cards,418.32,4.761904762,20.916,2.4,,Hrishikesh Kapoor,Meher Sharma
844-55-2830,E,Jaipur,Normal,Sunil Verma,Male,Books,47.56,2,4.756,99.876,2015-06-08,05:01:00,Credit Card,95.12,4.761904762,4.756,8.3,,Naveen Sharma,Ginni Gupta
573-43-2606,A,Nashik,Member,Inder Rajput,Male,Health and beauty,68.32,7,23.912,502.152,2016-10-05,20:41:28,Credit Card,478.24,4.761904762,23.912,2.5,,Tejas Joshi,Naina Rajput
340-45-0151,C,Hyderabad,Member,Kunal Gupta,Male,Electronic accessories,99.5,9,44.775,940.275,2015-06-19,11:35:38,Ewallet,895.5,4.761904762,44.775,4.8,,Neeraj Singh,Vanshika Gupta
250-07-0959,C,New Delhi,Normal,Chhavi Chauhan,Female,Home and lifestyle,24.44,9,10.998,230.958,2017-05-19,18:59:24,Ewallet,219.96,4.761904762,10.998,8.2,,Javed Khan,Divya Chauhan
162-81-3600,C,Nashik,Member,Ishaani Sahu,Female,Clothing,99,2,9.9,207.9,2018-01-03,18:41:57,Cash,198,4.761904762,9.9,8.9,,Pratik Chauhan,Meher Sharma
795-64-7269,A,Lucknow,Normal,Ishana Sharma,Female,Sports and travel,41.25,1,2.0625,43.3125,2021-02-27,13:59:22,Credit Card,41.25,4.761904762,2.0625,4.5,,Dev Patel,Qiana Tiwari
796-63-2986,A,Pune,Normal,Tejas Joshi,Male,Health and beauty,18.81,8,7.524,158.004,2016-05-18,22:36:56,Ewallet,150.48,4.761904762,7.524,3.2,,Sagar Mehta,Zara Tiwari
826-60-8154,E,Chennai,Member,Sunil Verma,Male,Sports and travel,64.15,4,12.83,269.43,2020-12-24,07:54:30,Ewallet,256.6,4.761904762,12.83,6.7,,Himanshu Kapoor,Kashish Kapoor
105-41-4587,D,Chennai,Normal,Hema Sahu,Female,Electronic accessories,63.85,3,9.5775,201.1275,2019-02-06,18:39:35,Cash,191.55,4.761904762,9.5775,5.1,,Vivek Yadav,Qamar Yadav
842-23-6414,E,Agra,Member,Dev Patel,Male,Clothing,18.35,4,3.67,77.07,2016-07-06,07:47:32,Credit Card,73.4,4.761904762,3.67,2.9,,Naman Verma,Vrinda Sharma
283-43-8710,B,Jaipur,Normal,Nitin Singh,Male,Clothing,68.09,8,27.236,571.956,2021-03-31,02:11:06,Credit Card,544.72,4.761904762,27.236,3.5,,Ayush Sharma,Meher Sharma
840-18-9865,D,Bhopal,Normal,Nitin Singh,Male,Clothing,91.98,6,27.594,579.474,2023-01-25,01:16:36,Ewallet,551.88,4.761904762,27.594,2.2,,Lakshay Sharma,Aditi Singh
113-99-1256,D,Jaipur,Member,Harsh Joshi,Male,Health and beauty,67.49,7,23.6215,496.0515,2019-06-17,00:00:35,Cash,472.43,4.761904762,23.6215,1.2,,Dev Patel,Diya Yadav
586-86-0702,C,Agra,Member,Chirag Kapoor,Male,Clothing,41.23,3,6.1845,129.8745,2015-03-27,20:18:45,Cash,123.69,4.761904762,6.1845,9.9,,Chirag Kapoor,Rithika Joshi
334-34-2214,C,Kolkata,Normal,Eshan Verma,Male,Clothing,11.6,2,1.16,24.36,2016-10-10,04:24:48,Cash,23.2,4.761904762,1.16,9.7,,Neeraj Singh,Anika Patel
452-79-3525,D,New Delhi,Member,Tarun Kumar,Male,Health and beauty,46.28,4,9.256,194.376,2015-01-11,08:43:39,Credit Card,185.12,4.761904762,9.256,1.4,,Eshan Verma,Riddhi Verma
940-48-0184,B,Lucknow,Member,Kashish Kapoor,Female,Electronic accessories,60.96,1,3.048,64.008,2018-05-17,20:26:01,Walmart Gift Cards,60.96,4.761904762,3.048,1.8,,Kaushal Yadav,Aditi Singh
732-60-3321,A,Chandigarh,Member,Qamar Yadav,Female,Health and beauty,55.14,1,2.757,57.897,2021-11-27,16:26:16,Ewallet,55.14,4.761904762,2.757,5.7,,Imran Khan,Ekta Joshi
994-55-9697,D,Mumbai,Normal,Jia Kapoor,Female,Books,75.34,4,15.068,316.428,2018-08-21,02:05:55,Ewallet,301.36,4.761904762,15.068,8.5,,Manoj Sharma,Gargi Kapoor
878-33-9611,D,Chennai,Member,Faizan Khan,Male,Electronic accessories,64.95,1,3.2475,68.1975,2018-01-25,06:20:15,Walmart Gift Cards,64.95,4.761904762,3.2475,9.3,,Imran Khan,Ginni Gupta
724-99-2294,A,Jaipur,Normal,Vrinda Sharma,Female,Sports and travel,70.74,7,24.759,519.939,2023-12-19,15:18:59,Cash,495.18,4.761904762,24.759,5.8,,Deepak Verma,Tithira Kapoor
863-26-7100,C,Kolkata,Normal,Gaurav Tiwari,Male,Clothing,98.99,7,34.6465,727.5765,2016-06-16,18:09:02,Cash,692.93,4.761904762,34.6465,3.7,,Govind Tiwari,Jhanvi Mehta
696-49-4315,E,Jaipur,Normal,Divya Chauhan,Female,Health and beauty,25.96,6,7.788,163.548,2020-11-08,08:50:47,Ewallet,155.76,4.761904762,7.788,8.3,,Javed Khan,Chhavi Chauhan
664-36-6315,C,Chandigarh,Member,Aashi Mehta,Female,Books,54.83,7,19.1905,403.0005,2022-08-03,06:12:12,Walmart Gift Cards,383.81,4.761904762,19.1905,3.5,,Zeeshan Patel,Ria Singh
227-63-3130,D,Jaipur,Normal,Manoj Sharma,Male,Food and beverages,89.92,6,26.976,566.496,2019-10-01,07:42:35,Credit Card,539.52,4.761904762,26.976,3,,Faizan Khan,Sanika Verma
962-84-3418,E,Vadodara,Normal,Fatima Joshi,Female,Electronic accessories,84.32,8,33.728,708.288,2016-03-13,12:45:18,Walmart Gift Cards,674.56,4.761904762,33.728,3.1,,Mukesh Kumar,Riddhi Verma
312-99-5059,D,Bangalore,Normal,Farah Joshi,Female,Electronic accessories,83.64,5,20.91,439.11,2017-07-05,06:44:48,Cash,418.2,4.761904762,20.91,1.3,,Karthik Kapoor,Leela Yadav
945-49-0904,E,Kolkata,Normal,Keshav Sharma,Male,Health and beauty,13.96,5,3.49,73.29,2021-11-21,13:15:26,Credit Card,69.8,4.761904762,3.49,8.2,,Yashvardhan Sharma,Kavya Rajput
371-59-7009,B,Hyderabad,Normal,Prakash Sahu,Male,Sports and travel,78.89,2,7.889,165.669,2020-05-13,20:08:54,Walmart Gift Cards,157.78,4.761904762,7.889,8,,Yashvardhan Sharma,Bhavika Kapoor
980-32-8657,B,Vishakhapatnam,Normal,Bhavika Kapoor,Female,Food and beverages,23.04,9,10.368,217.728,2015-04-05,07:05:28,Cash,207.36,4.761904762,10.368,5,,Gaurav Tiwari,Eshita Singh
962-21-0891,E,Chennai,Normal,Tarun Kumar,Male,Sports and travel,44.01,2,4.401,92.421,2018-05-06,09:37:36,Ewallet,88.02,4.761904762,4.401,9,,Zeeshan Patel,Ira Kumar
598-61-6674,A,Vadodara,Member,Ishaan Kumar,Male,Sports and travel,63.12,4,12.624,265.104,2018-05-05,23:43:56,Walmart Gift Cards,252.48,4.761904762,12.624,1.6,,Vicky Singh,Nupur Singh
638-55-3971,E,Mumbai,Normal,Raghav Patel,Male,Food and beverages,24.99,6,7.497,157.437,2018-06-19,06:32:41,Credit Card,149.94,4.761904762,7.497,2.2,,Kaushal Yadav,Nitya Yadav
154-66-2076,C,Kochi,Member,Yuvika Patel,Female,Clothing,52.78,3,7.917,166.257,2015-11-26,13:03:52,Ewallet,158.34,4.761904762,7.917,3,,Ishaan Kumar,Anushka Yadav
635-57-6650,B,Chennai,Normal,Rahul Sharma,Male,Health and beauty,71.41,10,35.705,749.805,2022-07-20,16:29:32,Credit Card,714.1,4.761904762,35.705,7.9,,Eshan Verma,Vanshika Gupta
544-00-4825,D,Pune,Normal,Eklavya Verma,Male,Food and beverages,74.99,2,7.499,157.479,2018-06-13,05:12:42,Ewallet,149.98,4.761904762,7.499,5.5,,Bhuvan Chauhan,Bhavna Sharma
994-16-4488,D,Indore,Normal,Lakshay Sharma,Male,Home and lifestyle,56.55,6,16.965,356.265,2016-05-17,06:20:14,Ewallet,339.3,4.761904762,16.965,8.7,,Parth Kapoor,Zara Tiwari
930-28-1023,A,Indore,Normal,Bhuvan Chauhan,Male,Books,35.78,8,14.312,300.552,2021-10-29,09:43:37,Cash,286.24,4.761904762,14.312,6.1,,Prakash Sahu,Hira Gupta
121-34-5743,D,Surat,Member,Kunal Gupta,Male,Electronic accessories,14,7,4.9,102.9,2018-10-30,07:06:05,Cash,98,4.761904762,4.9,9.3,,Gaurav Tiwari,Qiana Tiwari
978-61-5992,C,Vadodara,Member,Ujjwal Gupta,Male,Sports and travel,83.62,6,25.086,526.806,2018-08-22,10:28:27,Walmart Gift Cards,501.72,4.761904762,25.086,6.5,,Om Prakash Sharma,Oishi Tiwari
811-49-8602,E,Bangalore,Member,Oishi Tiwari,Female,Electronic accessories,49.28,7,17.248,362.208,2019-05-19,07:47:58,Cash,344.96,4.761904762,17.248,7.1,,Raghav Patel,Zaina Chauhan
687-63-7612,E,Vadodara,Member,Sanika Verma,Female,Food and beverages,61.63,10,30.815,647.115,2019-02-04,01:46:39,Walmart Gift Cards,616.3,4.761904762,30.815,2.1,,Varun Singh,Anika Patel
600-08-8644,C,Jaipur,Normal,Oishi Tiwari,Female,Clothing,59.2,3,8.88,186.48,2019-09-13,13:42:14,Ewallet,177.6,4.761904762,8.88,3.7,,Kaushal Yadav,Divya Chauhan
198-53-5351,E,Kolkata,Member,Gargi Kapoor,Female,Home and lifestyle,84.41,6,25.323,531.783,2023-05-12,16:22:07,Credit Card,506.46,4.761904762,25.323,8.8,,Lakshay Sharma,Oishi Tiwari
903-20-2114,A,New Delhi,Member,Oishi Tiwari,Female,Home and lifestyle,59.32,9,26.694,560.574,2021-02-16,20:51:12,Cash,533.88,4.761904762,26.694,3.7,,Lucky Singh,Jia Kapoor
884-99-3122,C,Nashik,Normal,Lalit Yadav,Male,Food and beverages,17.03,3,2.5545,53.6445,2022-07-14,15:46:04,Ewallet,51.09,4.761904762,2.5545,4.6,,Yash Patel,Hira Gupta
995-70-5429,C,Vishakhapatnam,Member,Omkar Joshi,Male,Clothing,66.65,10,33.325,699.825,2021-10-09,05:48:55,Walmart Gift Cards,666.5,4.761904762,33.325,3.7,,Govind Tiwari,Gauri Singh
665-83-1723,A,Kochi,Member,Tejas Joshi,Male,Sports and travel,34.95,6,10.485,220.185,2015-01-24,00:43:32,Cash,209.7,4.761904762,10.485,4.7,,Abhishek Yadav,Ekta Joshi
669-44-4294,C,Kochi,Member,Parina Patel,Female,Clothing,70.37,8,28.148,591.108,2023-12-23,01:58:02,Credit Card,562.96,4.761904762,28.148,8.9,,Chetan Kumar,Saisha Khan
257-90-4517,C,Agra,Member,Veda Singh,Female,Books,15.78,7,5.523,115.983,2016-07-07,11:25:56,Cash,110.46,4.761904762,5.523,3.7,,Omkar Mehta,Zaina Tiwari
775-75-3784,E,Bhopal,Normal,Omkar Joshi,Male,Electronic accessories,34.67,1,1.7335,36.4035,2016-08-25,00:28:36,Ewallet,34.67,4.761904762,1.7335,9,,Jatin Chauhan,Bhavya Tiwari
701-86-0095,B,Vadodara,Normal,Zaina Tiwari,Female,Food and beverages,99.92,7,34.972,734.412,2015-12-22,06:49:41,Ewallet,699.44,4.761904762,34.972,9.8,,Armaan Khan,Bela Yadav
917-99-7885,B,Vishakhapatnam,Normal,Pari Chauhan,Female,Home and lifestyle,29.63,7,10.3705,217.7805,2016-10-04,00:39:02,Ewallet,207.41,4.761904762,10.3705,5.7,,Deepak Verma,Gargi Kapoor
451-03-9961,E,Chandigarh,Normal,Ananya Patel,Female,Sports and travel,50.54,8,20.216,424.536,2022-10-21,20:27:56,Walmart Gift Cards,404.32,4.761904762,20.216,8.6,,Karthik Kapoor,Vanya Gupta
508-27-3856,B,Chandigarh,Member,Oishi Tiwari,Female,Books,75.18,4,15.036,315.756,2021-01-30,10:47:31,Walmart Gift Cards,300.72,4.761904762,15.036,7.3,,Tejas Joshi,Hetal Patel
343-80-2795,C,Kolkata,Member,Leela Yadav,Female,Books,59.2,5,14.8,310.8,2017-02-19,16:15:38,Walmart Gift Cards,296,4.761904762,14.8,9.5,,Pradeep Chauhan,Kanika Singh
315-24-3384,B,New Delhi,Normal,Sanya Verma,Female,Electronic accessories,60.38,3,9.057,190.197,2020-12-03,16:48:12,Credit Card,181.14,4.761904762,9.057,2.9,,Deepesh Verma,Risha Joshi
363-30-7467,D,Pune,Member,Ishaan Kumar,Male,Sports and travel,53.69,4,10.738,225.498,2018-10-24,14:43:14,Ewallet,214.76,4.761904762,10.738,4.7,,Javed Khan,Lavina Yadav
498-79-4051,D,Jaipur,Member,Imran Khan,Male,Electronic accessories,21.8,2,2.18,45.78,2017-10-28,02:37:09,Credit Card,43.6,4.761904762,2.18,2.9,,Jagdish Yadav,Qiana Tiwari
184-15-4524,C,Bangalore,Normal,Eklavya Verma,Male,Health and beauty,86.81,6,26.043,546.903,2023-01-10,20:56:41,Walmart Gift Cards,520.86,4.761904762,26.043,1.7,,Mukesh Kumar,Zaina Chauhan
582-45-6103,B,Chennai,Normal,Deepesh Verma,Male,Health and beauty,37.76,6,11.328,237.888,2020-08-16,02:36:13,Ewallet,226.56,4.761904762,11.328,9.7,,Manoj Sharma,Lavina Yadav
171-75-4335,B,Nashik,Member,Saisha Khan,Female,Sports and travel,18.5,1,0.925,19.425,2022-11-20,02:11:52,Cash,18.5,4.761904762,0.925,3,,Pratik Chauhan,Aaradhya Yadav
250-83-1766,C,Hyderabad,Member,Kashish Kapoor,Female,Clothing,75.39,3,11.3085,237.4785,2015-10-03,23:07:25,Ewallet,226.17,4.761904762,11.3085,6.7,,Yogesh Mehta,Trisha Khan
623-89-1511,E,Chennai,Member,Gagan Singh,Male,Electronic accessories,29.88,10,14.94,313.74,2015-03-29,01:58:37,Walmart Gift Cards,298.8,4.761904762,14.94,5.9,,Omkar Chauhan,Meher Sharma
860-42-6053,C,Kolkata,Member,Kunal Gupta,Male,Sports and travel,97.37,6,29.211,613.431,2019-12-03,19:51:06,Ewallet,584.22,4.761904762,29.211,7.2,,Jagdish Yadav,Eshita Singh
162-29-1875,E,Bhopal,Normal,Veda Singh,Female,Clothing,53.31,9,23.9895,503.7795,2019-07-13,04:20:22,Cash,479.79,4.761904762,23.9895,3.6,,Sunil Verma,Bhavya Tiwari
115-95-6450,E,Hyderabad,Normal,Nitya Yadav,Female,Electronic accessories,21.5,10,10.75,225.75,2023-09-10,23:29:48,Walmart Gift Cards,215,4.761904762,10.75,1.6,,Gopal Tiwari,Yuvika Patel
709-22-5400,E,Ahmedabad,Normal,Mukesh Kumar,Male,Food and beverages,40.87,3,6.1305,128.7405,2022-02-15,10:22:56,Cash,122.61,4.761904762,6.1305,2.4,,Qureshi Khan,Myra Patel
127-27-6963,A,Vishakhapatnam,Member,Aryan Gupta,Male,Food and beverages,26.03,7,9.1105,191.3205,2017-12-26,21:38:44,Credit Card,182.21,4.761904762,9.1105,3.3,,Tarun Kumar,Hina Gupta
836-02-2806,A,Nagpur,Member,Qamar Yadav,Female,Health and beauty,60.96,2,6.096,128.016,2018-04-05,02:03:08,Cash,121.92,4.761904762,6.096,1.8,,Raghav Patel,Gauri Singh
425-36-1434,B,Hyderabad,Normal,Yashi Kapoor,Female,Sports and travel,24.51,10,12.255,257.355,2018-07-21,21:27:57,Ewallet,245.1,4.761904762,12.255,9.3,,Yash Patel,Lavisha Kapoor
989-12-7472,B,Chandigarh,Normal,Deepesh Verma,Male,Books,73.44,8,29.376,616.896,2018-12-27,19:11:19,Ewallet,587.52,4.761904762,29.376,1.2,,Gagan Singh,Upasana Yadav
469-29-2062,C,Chennai,Normal,Elina Chauhan,Female,Health and beauty,77.57,8,31.028,651.588,2017-09-22,09:57:38,Walmart Gift Cards,620.56,4.761904762,31.028,3.5,,Deepesh Verma,Devanshi Tiwari
178-79-6862,B,Jaipur,Member,Yashvardhan Sharma,Male,Clothing,42.57,10,21.285,446.985,2022-09-02,18:31:04,Credit Card,425.7,4.761904762,21.285,3.9,,Nitin Singh,Anushka Yadav
623-89-4616,A,Surat,Member,Mohit Sahu,Male,Health and beauty,24.03,10,12.015,252.315,2020-05-03,09:19:26,Credit Card,240.3,4.761904762,12.015,6.7,,Sagar Mehta,Jhanvi Mehta
326-21-9082,E,Nagpur,Normal,Tarun Kumar,Male,Electronic accessories,42.26,7,14.791,310.611,2019-06-02,05:14:09,Walmart Gift Cards,295.82,4.761904762,14.791,4.9,,Lucky Singh,Gitanjali Sharma
672-62-0902,E,Pune,Member,Eesha Verma,Female,Sports and travel,26.95,10,13.475,282.975,2015-03-11,12:11:17,Ewallet,269.5,4.761904762,13.475,1.1,,Govind Tiwari,Myra Patel
878-59-1769,C,Chennai,Member,Tanya Rajput,Female,Books,50.22,7,17.577,369.117,2019-08-21,18:15:26,Credit Card,351.54,4.761904762,17.577,9.4,,Ravi Patel,Bela Yadav
759-62-7661,D,Pune,Member,Jatin Chauhan,Male,Electronic accessories,10.17,9,4.5765,96.1065,2020-10-22,18:01:36,Ewallet,91.53,4.761904762,4.5765,2.7,,Yash Patel,Pari Chauhan
817-15-9211,C,Jaipur,Member,Zara Tiwari,Female,Home and lifestyle,79.56,7,27.846,584.766,2022-08-18,14:55:02,Credit Card,556.92,4.761904762,27.846,7.7,,Kaushal Yadav,Dia Mehta
724-93-2683,B,Jaipur,Normal,Kunal Gupta,Male,Home and lifestyle,80.19,10,40.095,841.995,2021-07-27,03:52:51,Credit Card,801.9,4.761904762,40.095,2.6,,Eshan Verma,Zaina Chauhan
950-41-5793,C,Indore,Member,Saanvi Kumar,Female,Health and beauty,35.53,4,7.106,149.226,2022-12-16,20:03:44,Ewallet,142.12,4.761904762,7.106,6.3,,Gagan Singh,Rithika Joshi
117-29-6485,B,Bhopal,Normal,Ekta Joshi,Female,Home and lifestyle,45.48,4,9.096,191.016,2017-07-31,13:30:09,Cash,181.92,4.761904762,9.096,3.1,,Dheeraj Yadav,Pihu Gupta
730-32-0372,B,Pune,Normal,Deepesh Verma,Male,Sports and travel,26.83,2,2.683,56.343,2019-03-03,02:34:20,Ewallet,53.66,4.761904762,2.683,9,,Aniket Yadav,Pihu Gupta
790-39-8106,A,Pune,Normal,Hira Gupta,Female,Food and beverages,48.42,2,4.842,101.682,2015-09-13,13:55:16,Cash,96.84,4.761904762,4.842,8.9,,Neeraj Singh,Oviya Sharma
481-64-9091,B,Kochi,Normal,Kashvi Rajput,Female,Food and beverages,32.04,4,6.408,134.568,2017-10-21,10:18:04,Cash,128.16,4.761904762,6.408,2.2,,Dheeraj Yadav,Zaina Tiwari
722-32-5181,A,Jaipur,Normal,Lakshay Sharma,Male,Health and beauty,63.25,7,22.1375,464.8875,2017-09-28,19:39:07,Walmart Gift Cards,442.75,4.761904762,22.1375,6.6,,Zeeshan Patel,Fatima Joshi
348-32-9068,E,Surat,Normal,Prisha Khan,Female,Electronic accessories,68.3,4,13.66,286.86,2021-04-02,03:30:59,Credit Card,273.2,4.761904762,13.66,2.3,,Jatin Chauhan,Bhavika Kapoor
848-82-3064,D,Bangalore,Normal,Yogesh Mehta,Male,Food and beverages,49.46,9,22.257,467.397,2023-06-11,14:02:34,Credit Card,445.14,4.761904762,22.257,9.7,,Himanshu Kapoor,Megha Kapoor
842-09-0410,D,New Delhi,Member,Kunal Gupta,Male,Books,87.54,4,17.508,367.668,2018-02-12,22:45:39,Ewallet,350.16,4.761904762,17.508,3,,Naveen Sharma,Naina Rajput
183-64-9288,B,Ahmedabad,Member,Lucky Singh,Male,Sports and travel,73.54,10,36.77,772.17,2016-02-27,09:35:55,Walmart Gift Cards,735.4,4.761904762,36.77,3.6,,Pradeep Chauhan,Myra Patel
610-95-7368,A,Hyderabad,Normal,Myra Patel,Female,Health and beauty,74.03,8,29.612,621.852,2019-01-28,03:43:42,Cash,592.24,4.761904762,29.612,7.8,,Tanuj Mehta,Urvashi Joshi
370-32-3913,D,Agra,Member,Qureshi Khan,Male,Health and beauty,11.68,6,3.504,73.584,2020-07-07,01:05:21,Cash,70.08,4.761904762,3.504,1.1,,Bhushan Sharma,Bela Yadav
